department,term,day,period,room,building,course
電気工学科,後期,火,2,S501,タワースコラ,ｺﾝﾋﾟｭｰﾀｼﾐｭﾚｰｼｮﾝⅠ {B}{ﾊｲ}
土木工学専攻,後期,火,2,S502,タワースコラ,空間情報工学特論
数学科,後期,火,2,S504,タワースコラ,複素解析学及び演習Ｂ↓連続２時限
機械工学専攻,後期,火,2,S601,タワースコラ,自動車工学特論Ⅱ
数学専攻,後期,火,2,S602,タワースコラ,幾何学特論ⅡB
量子理工学専攻,後期,火,2,S603,タワースコラ,量子情報科学
電気工学専攻,後期,火,2,S604,タワースコラ,メディカルエレクトロニクス {共同開講}
電子工学専攻,後期,火,2,S604,タワースコラ,メディカルエレクトロニクス {同時開講}
情報科学専攻,後期,火,2,S604,タワースコラ,メディカルエレクトロニクス {同時開講}
建築学科,後期,火,2,S702,タワースコラ,建築設計Ⅱ {1}↓連続３時限
建築学科,後期,火,2,S705）,タワースコラ,建築設計Ⅱ {1}↓連続３時限
一般教育,後期,火,2,1011,船橋校舎,教）教育原論 {数学科用}
電子工学科,後期,火,2,1012,船橋校舎,システム工学 {共同開講}
応用情報工学科,後期,火,2,1012,船橋校舎,システム工学 {共同開講}
電子工学科,後期,火,2,1013,船橋校舎,電子計測システム
航空宇宙工学科,後期,火,2,1021,船橋校舎,電子回路 {未来}
航空宇宙工学科,後期,火,2,1022,船橋校舎,線形代数学Ⅱ {1}
航空宇宙工学科,後期,火,2,1023,船橋校舎,線形代数学Ⅱ {2}
まちづくり工学科,後期,火,2,1131,船橋校舎,英語ⅠB
精密機械工学科,後期,火,2,1133,船橋校舎,英語ⅠB
建築学科,後期,火,2,1141,船橋校舎,微分積分学Ⅱ {A}
建築学科,後期,火,2,1142,船橋校舎,微分積分学Ⅱ {B}
建築学科,後期,火,2,1143,船橋校舎,微分積分学Ⅱ {C}
精密機械工学科,後期,火,2,1202,船橋校舎,コンピュータグラフィクス
電子工学科,後期,火,2,1231,船橋校舎,回路理論Ⅱ {1}{未来}
電子工学科,後期,火,2,1232,船橋校舎,回路理論Ⅱ {2}{未来}
交通システム工学科,後期,火,2,1233,船橋校舎,物理学Ⅱ
交通システム工学科,後期,火,2,1233,船橋校舎,物理学Ⅱ
交通システム工学科,後期,火,2,1325,船橋校舎,構造力学演習
交通システム工学科,後期,火,2,1325,船橋校舎,構造力学演習
海洋建築工学科,後期,火,2,1421,船橋校舎,構造力学及び演習Ⅲ↓連続２時限
応用情報工学科,後期,火,2,1422,船橋校舎,キャリアデザイン入門【後期隔週】
海洋建築工学科,後期,火,2,1423,船橋校舎,海洋空間計画と関連法規
交通システム工学科,後期,火,2,1424,船橋校舎,マーケティング・リサーチ
交通システム工学科,後期,火,2,1424,船橋校舎,マーケティング・リサーチ
航空宇宙工学科,後期,火,2,1431,船橋校舎,流体力学Ⅱ及び演習↓連続２時限
電気工学科,後期,火,2,1432,船橋校舎,電気回路の基礎 {A}
電気工学科,後期,火,2,1433,船橋校舎,電磁気の基礎 {B}
まちづくり工学科,後期,火,2,1434,船橋校舎,英語ⅠB
電子工学科,後期,火,2,1441,船橋校舎,光・電子機能デバイス
精密機械工学科,後期,火,2,1442,船橋校舎,英語ⅠB
まちづくり工学科,後期,火,2,1443,船橋校舎,英語ⅠB
精密機械工学科,後期,火,2,1444,船橋校舎,英語ⅠB
海洋建築工学専攻,後期,火,2,1452,船橋校舎,親水環境計画特論 ＊
航空宇宙工学科,後期,火,2,1453,船橋校舎,ロケットエンジン
電子工学科,後期,火,2,1454,船橋校舎,回路理論Ⅰ {再}{未来}
航空宇宙工学専攻,後期,火,2,1455,船橋校舎,極限環境材料学
精密機械工学科,後期,火,2,633,船橋校舎,機械設計製図ⅠB {未来}↓連続２時限
精密機械工学科,後期,火,2,635,船橋校舎,機械設計製図ⅠB {未来}↓連続２時限
精密機械工学科,後期,火,2,641,船橋校舎,機械設計製図ⅠB {未来}↓連続２時限
精密機械工学科,後期,火,2,642,船橋校舎,機械設計製図ⅠB {未来}↓連続２時限
精密機械工学科,後期,火,2,644,船橋校舎,機械設計製図ⅠB {未来}↓連続２時限
土木工学科,後期,火,2,0000,駿河台校舎,材料実験↓連続２時限
土木工学科,後期,火,2,0000,駿河台校舎,水理実験↓連続２時限
土木工学科,後期,火,2,0000,駿河台校舎,水質実験↓連続２時限
一般教育,後期,火,2,131,駿河台校舎,関数論Ⅱ
物理学科,後期,火,2,141,駿河台校舎,計算物理学
数学科,後期,火,2,144,駿河台校舎,微分積分学Ｄ {2}↓連続２時限
数学科,後期,火,2,152,駿河台校舎,ソフトウェア概論Ｂ {1}↓連続２時限
機械工学科,後期,火,2,154,駿河台校舎,機械工作法Ⅱ
機械工学科,後期,火,2,701752,駿河台校舎,機械工学実験ⅡB↓連続２時限
物質応用化学専攻,後期,火,2,831,駿河台校舎,資源天然物化学特論
物質応用化学科,後期,火,2,843,駿河台校舎,無機化学Ⅱ {B}
物質応用化学科,後期,火,2,851,駿河台校舎,無機材料物性
物質応用化学科,後期,火,2,852,駿河台校舎,化学熱力学 {A}
建築学科,後期,火,2,スタジオ（S701,駿河台校舎,建築設計Ⅱ {1}↓連続３時限
機械工学科,後期,火,3,S101,タワースコラ,機械工学実験ⅠB {A}↓連続２時限
機械工学科,後期,火,3,S101,タワースコラ,機械工学実験ⅠA {B}↓連続２時限
機械工学科,後期,火,3,S101,タワースコラ,機械工学実験ⅡB↓連続２時限
まちづくり工学専攻,後期,火,3,S1201,タワースコラ,健康・医療とまちづくり特論
機械工学科,後期,火,3,S1704/07/13/16,タワースコラ,機械工学実験ⅡB↓連続２時限
電気工学科,後期,火,3,S202,タワースコラ,電子回路Ⅰ {A}
土木工学科,後期,火,3,S203,タワースコラ,景観・デザイン {1}
土木工学科,後期,火,3,S204,タワースコラ,景観・デザイン {1}
電気工学科,後期,火,3,S301,タワースコラ,電子回路Ⅰ {B}
建築学科,後期,火,3,S302,タワースコラ,対地震構造
建築学科,後期,火,3,S401,タワースコラ,環境工学Ⅱ {2}
物理学専攻,後期,火,3,S403,タワースコラ,数理情報学特論
量子理工学専攻,後期,火,3,S406,タワースコラ,非線形物理学
土木工学科,後期,火,3,S501,タワースコラ,プログラミングⅡ {2}
建築学科,後期,火,3,S502,タワースコラ,対地震構造
数学科,後期,火,3,S504,タワースコラ,現代解析学Ⅱ
電気工学科,後期,火,3,S505,タワースコラ,発変電工学Ⅰ
機械工学専攻,後期,火,3,S601,タワースコラ,弾塑性学Ⅱ
電気工学専攻,後期,火,3,S602,タワースコラ,物性科学特論
建築学科,後期,火,3,S702,タワースコラ,建築設計Ⅱ {1}↓連続３時限
建築学科,後期,火,3,S705）,タワースコラ,建築設計Ⅱ {1}↓連続３時限
電気工学科,後期,火,3,1011,船橋校舎,英語ⅠB
土木工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
交通システム工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
交通システム工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
建築学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
海洋建築工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
機械工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
精密機械工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
航空宇宙工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
電気工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
電子工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
物質応用化学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
物理学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
数学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
まちづくり工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
応用情報工学科,後期,火,3,1012,船橋校舎,倫理学 {I群}
一般教育,後期,火,3,1012,船橋校舎,倫理学 {I群}
土木工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
交通システム工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
交通システム工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
建築学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
海洋建築工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
機械工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
精密機械工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
航空宇宙工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
電気工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
電子工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
物質応用化学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
物理学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
数学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
まちづくり工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
応用情報工学科,後期,火,3,1013,船橋校舎,科学技術史 {III群}
一般教育,後期,火,3,1013,船橋校舎,科学技術史 {III群}
土木工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
交通システム工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
交通システム工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
建築学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
海洋建築工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
機械工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
精密機械工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
航空宇宙工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
電気工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
電子工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
物質応用化学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
物理学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
数学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
まちづくり工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
応用情報工学科,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
一般教育,後期,火,3,1021,船橋校舎,ことばと文化 {I群}
土木工学科,後期,火,3,1022,船橋校舎,法学 {I群}
交通システム工学科,後期,火,3,1022,船橋校舎,法学 {I群}
交通システム工学科,後期,火,3,1022,船橋校舎,法学 {I群}
建築学科,後期,火,3,1022,船橋校舎,法学 {I群}
海洋建築工学科,後期,火,3,1022,船橋校舎,法学 {I群}
機械工学科,後期,火,3,1022,船橋校舎,法学 {I群}
精密機械工学科,後期,火,3,1022,船橋校舎,法学 {I群}
航空宇宙工学科,後期,火,3,1022,船橋校舎,法学 {I群}
電気工学科,後期,火,3,1022,船橋校舎,法学 {I群}
電子工学科,後期,火,3,1022,船橋校舎,法学 {I群}
物質応用化学科,後期,火,3,1022,船橋校舎,法学 {I群}
物理学科,後期,火,3,1022,船橋校舎,法学 {I群}
数学科,後期,火,3,1022,船橋校舎,法学 {I群}
まちづくり工学科,後期,火,3,1022,船橋校舎,法学 {I群}
応用情報工学科,後期,火,3,1022,船橋校舎,法学 {I群}
一般教育,後期,火,3,1022,船橋校舎,法学 {I群}
土木工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
交通システム工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
交通システム工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
建築学科,後期,火,3,1023,船橋校舎,経済学 {I群}
海洋建築工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
機械工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
精密機械工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
航空宇宙工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
電気工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
電子工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
物質応用化学科,後期,火,3,1023,船橋校舎,経済学 {I群}
物理学科,後期,火,3,1023,船橋校舎,経済学 {I群}
数学科,後期,火,3,1023,船橋校舎,経済学 {I群}
まちづくり工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
応用情報工学科,後期,火,3,1023,船橋校舎,経済学 {I群}
一般教育,後期,火,3,1023,船橋校舎,経済学 {I群}
土木工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
交通システム工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
交通システム工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
建築学科,後期,火,3,1031,船橋校舎,哲学 {II群}
海洋建築工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
機械工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
精密機械工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
航空宇宙工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
電気工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
電子工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
物質応用化学科,後期,火,3,1031,船橋校舎,哲学 {II群}
物理学科,後期,火,3,1031,船橋校舎,哲学 {II群}
数学科,後期,火,3,1031,船橋校舎,哲学 {II群}
まちづくり工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
応用情報工学科,後期,火,3,1031,船橋校舎,哲学 {II群}
一般教育,後期,火,3,1031,船橋校舎,哲学 {II群}
土木工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
交通システム工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
交通システム工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
建築学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
海洋建築工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
機械工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
精密機械工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
航空宇宙工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
電気工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
電子工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
物質応用化学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
物理学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
数学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
まちづくり工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
応用情報工学科,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
一般教育,後期,火,3,1032,船橋校舎,感性芸術学 {II群}
土木工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
交通システム工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
交通システム工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
建築学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
海洋建築工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
機械工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
精密機械工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
航空宇宙工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
電気工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
電子工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
物質応用化学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
物理学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
数学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
まちづくり工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
応用情報工学科,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
一般教育,後期,火,3,1033,船橋校舎,技術者倫理 {III群}
土木工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
交通システム工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
交通システム工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
建築学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
海洋建築工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
機械工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
精密機械工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
航空宇宙工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
電気工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
電子工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
物質応用化学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
物理学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
数学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
まちづくり工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
応用情報工学科,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
一般教育,後期,火,3,1041,船橋校舎,日本語表現の基礎 {II群}
土木工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
交通システム工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
交通システム工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
建築学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
海洋建築工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
機械工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
精密機械工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
航空宇宙工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
電気工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
電子工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
物質応用化学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
物理学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
数学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
まちづくり工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
応用情報工学科,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
一般教育,後期,火,3,1042,船橋校舎,科学技術と人間 {III群}
一般教育,後期,火,3,1043,船橋校舎,自然環境論
電子工学科,後期,火,3,1103,船橋校舎,電子工学実験Ⅲ {未来}↓連続２時限【年間】
電気工学科,後期,火,3,1131,船橋校舎,英語ⅠB
航空宇宙工学科,後期,火,3,1132,船橋校舎,物理学Ⅱ {1}
航空宇宙工学科,後期,火,3,1133,船橋校舎,物理学Ⅱ {2}
建築学科,後期,火,3,1142,船橋校舎,線形代数学Ⅱ {1}
建築学科,後期,火,3,1143,船橋校舎,線形代数学Ⅱ {2}
交通システム工学科,後期,火,3,1211,船橋校舎,ゼミナール【年間】
交通システム工学科,後期,火,3,1211,船橋校舎,ゼミナール【年間】
精密機械工学科,後期,火,3,1214,船橋校舎,電気電子実験Ⅰ {1}{未来}↓連続２時限
まちづくり工学科,後期,火,3,1231,船橋校舎,力と運動の物理学Ⅱ
まちづくり工学科,後期,火,3,1232,船橋校舎,力と運動の物理学Ⅱ
電気工学科,後期,火,3,1233,船橋校舎,英語ⅠB
電気工学科,後期,火,3,1234,船橋校舎,英語ⅠB
精密機械工学科,後期,火,3,1325,船橋校舎,制御システム
海洋建築工学科,後期,火,3,1421,船橋校舎,建築環境工学
精密機械工学科,後期,火,3,1422,船橋校舎,物理学Ⅱ {1}
精密機械工学科,後期,火,3,1423,船橋校舎,物理学Ⅱ {2}
交通システム工学科,後期,火,3,1424,船橋校舎,ゼミナール【年間】
交通システム工学科,後期,火,3,1424,船橋校舎,ゼミナール【年間】
海洋建築工学科,後期,火,3,1434,船橋校舎,振動工学
交通システム工学科,後期,火,3,1442,船橋校舎,English Communication Ⅱ
交通システム工学科,後期,火,3,1442,船橋校舎,English Communication Ⅱ
応用情報工学科,後期,火,3,1443,船橋校舎,マネジメント工学
航空宇宙工学科,後期,火,3,1444,船橋校舎,航空機構造設計製図 {未来}↓連続２時限
海洋建築工学専攻,後期,火,3,1452,船橋校舎,海洋建築ユニバーサルデザイン特論
電子工学専攻,後期,火,3,1454,船橋校舎,通信制御特論
航空宇宙工学専攻,後期,火,3,1455,船橋校舎,航空宇宙推進工学特論Ⅱ
情報科学専攻,後期,火,3,1456,船橋校舎,人工心システム特論Ⅱ
航空宇宙工学科,後期,火,3,1457,船橋校舎,航空宇宙工学実験Ⅰ {夏季あり}↓連続２時限【年間】
航空宇宙工学科,後期,火,3,1458,船橋校舎,航空宇宙工学実験Ⅰ {夏季あり}↓連続２時限【年間】
応用情報工学科,後期,火,3,221,船橋校舎,情報工学実験Ⅱ↓連続２時限【年間】
応用情報工学科,後期,火,3,241,船橋校舎,マネジメント工学
航空宇宙工学科,後期,火,3,341,船橋校舎,航空宇宙工学実験Ⅰ {夏季あり}↓連続２時限【年間】
航空宇宙工学科,後期,火,3,342,船橋校舎,航空宇宙工学実験Ⅰ {夏季あり}↓連続２時限【年間】
電子工学科,後期,火,3,403,船橋校舎,電子工学実験Ⅱ {2}{未来}↓連続２時限【年間】
交通システム工学科,後期,火,3,624,船橋校舎,物理学Ⅱ演習
交通システム工学科,後期,火,3,624,船橋校舎,物理学Ⅱ演習
交通システム工学科,後期,火,3,625,船橋校舎,物理学Ⅱ演習
交通システム工学科,後期,火,3,625,船橋校舎,物理学Ⅱ演習
航空宇宙工学科,後期,火,3,633,船橋校舎,航空機構造設計製図 {未来}↓連続２時限
交通システム工学科,後期,火,3,634,船橋校舎,物理学Ⅱ演習
交通システム工学科,後期,火,3,634,船橋校舎,物理学Ⅱ演習
交通システム工学科,後期,火,3,635,船橋校舎,物理学Ⅱ演習
交通システム工学科,後期,火,3,635,船橋校舎,物理学Ⅱ演習
航空宇宙工学科,後期,火,3,641,船橋校舎,航空機構造設計製図 {未来}↓連続２時限
航空宇宙工学科,後期,火,3,642,船橋校舎,航空機構造設計製図 {未来}↓連続２時限
航空宇宙工学科,後期,火,3,644,船橋校舎,航空機構造設計製図 {未来}↓連続２時限
精密機械工学科,後期,火,3,精密各実験室,船橋校舎,電気電子実験Ⅰ {1}{未来}↓連続２時限
精密機械工学科,後期,火,3,精密実験実験室,船橋校舎,機械実験Ⅰ {2}{未来}↓連続２時限
土木工学科,後期,火,3,0000,駿河台校舎,土質実験↓連続２時限
土木工学科,後期,火,3,0000,駿河台校舎,材料実験↓連続２時限
物理学科,後期,火,3,131,駿河台校舎,統計物理学Ⅱ
物理学科,後期,火,3,141,駿河台校舎,相対論
数学科,後期,火,3,144,駿河台校舎,代数学幾何学Ｄ {1}↓連続２時限
数学科,後期,火,3,152,駿河台校舎,ソフトウェア概論Ｂ {2}↓連続２時限
機械工学科,後期,火,3,154,駿河台校舎,機械工作法Ⅱ {再履修}
機械工学科,後期,火,3,701752,駿河台校舎,機械工学実験ⅡB↓連続２時限
機械工学科,後期,火,3,705,駿河台校舎,機械工学実験ⅠB {A}↓連続２時限
機械工学科,後期,火,3,705,駿河台校舎,機械工学実験ⅠA {B}↓連続２時限
機械工学科,後期,火,3,751,駿河台校舎,機械工学実験ⅠB {A}↓連続２時限
機械工学科,後期,火,3,751,駿河台校舎,機械工学実験ⅠA {B}↓連続２時限
機械工学科,後期,火,3,752,駿河台校舎,機械工学実験ⅠB {A}↓連続２時限
機械工学科,後期,火,3,752,駿河台校舎,機械工学実験ⅠA {B}↓連続２時限
物質応用化学専攻,後期,火,3,831,駿河台校舎,応用化学特別講義Ⅱ ＊
物質応用化学科,後期,火,3,843,駿河台校舎,専門化学実験Ⅲ↓連続３時限
物質応用化学科,後期,火,3,851,駿河台校舎,専門化学実験Ⅲ↓連続３時限
物質応用化学科,後期,火,3,852,駿河台校舎,生活の生命科学
建築学科,後期,火,3,スタジオ（S701,駿河台校舎,建築設計Ⅱ {1}↓連続３時限
機械工学科,後期,火,4,S101,タワースコラ,機械工学実験ⅠB {A}↓連続２時限
機械工学科,後期,火,4,S101,タワースコラ,機械工学実験ⅠA {B}↓連続２時限
機械工学科,後期,火,4,S101,タワースコラ,機械工学実験ⅡB↓連続２時限
機械工学科,後期,火,4,S1704/07/13/16,タワースコラ,機械工学実験ⅡB↓連続２時限
数学科,後期,火,4,S202,タワースコラ,数学総合演習
土木工学科,後期,火,4,S203,タワースコラ,景観・デザイン {2}
土木工学科,後期,火,4,S204,タワースコラ,景観・デザイン {2}
建築学科,後期,火,4,S301,タワースコラ,鉄筋コンクリート構造Ⅱ
電気工学科,後期,火,4,S302,タワースコラ,半導体デバイスの基礎
まちづくり工学科,後期,火,4,S304,タワースコラ,ウォーターフロント計画
数学専攻,後期,火,4,S306,タワースコラ,代数学特論ⅡB
建築学科,後期,火,4,S401,タワースコラ,環境工学演習Ⅱ {2}
土木工学科,後期,火,4,S501,タワースコラ,プログラミングⅡ {1}
数学科,後期,火,4,S504,タワースコラ,離散数学Ｂ
電気工学科,後期,火,4,S505,タワースコラ,先端材料工学
機械工学専攻,後期,火,4,S601,タワースコラ,塑性力学特論Ⅱ
建築学科,後期,火,4,S702,タワースコラ,建築設計Ⅱ {1}↓連続３時限
建築学科,後期,火,4,S705）,タワースコラ,建築設計Ⅱ {1}↓連続３時限
土木工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
交通システム工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
交通システム工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
建築学科,後期,火,4,1011,船橋校舎,心理学 {II群}
海洋建築工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
機械工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
精密機械工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
航空宇宙工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
電気工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
電子工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
物質応用化学科,後期,火,4,1011,船橋校舎,心理学 {II群}
物理学科,後期,火,4,1011,船橋校舎,心理学 {II群}
数学科,後期,火,4,1011,船橋校舎,心理学 {II群}
まちづくり工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
応用情報工学科,後期,火,4,1011,船橋校舎,心理学 {II群}
一般教育,後期,火,4,1011,船橋校舎,心理学 {II群}
土木工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
交通システム工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
交通システム工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
建築学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
海洋建築工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
機械工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
精密機械工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
航空宇宙工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
電気工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
電子工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
物質応用化学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
物理学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
数学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
まちづくり工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
応用情報工学科,後期,火,4,1012,船橋校舎,倫理学 {I群}
一般教育,後期,火,4,1012,船橋校舎,倫理学 {I群}
土木工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
交通システム工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
交通システム工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
建築学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
海洋建築工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
機械工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
精密機械工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
航空宇宙工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
電気工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
電子工学科,後期,火,4,1013,船橋校舎,科学技術史 {III群}
